id,created_at,user_id,provider,product,model,units,unit_type,cost_estimate,currency,request_id,duration_ms,tag,meta
37,2026-02-24 15:30:52.743731,2,twilio,whatsapp,,1,message_text,,GBP,SM2bb8db41dd70202fbdd0ae4d4d8f27ff,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 190, ""rate_source"": ""default"", ""has_quick_replies"": false}"
38,2026-02-24 15:30:55.862752,2,twilio,whatsapp,,1,message_text,,GBP,SMd797e381b0d8810e0699002ba03b2483,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 101, ""rate_source"": ""default"", ""has_quick_replies"": false}"
39,2026-02-24 15:30:56.484657,2,twilio,whatsapp,,1,message_text,,GBP,SM60ac37c35d76159a1def770554cb047b,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 187, ""rate_source"": ""default"", ""has_quick_replies"": false}"
40,2026-02-24 15:31:00.525872,2,twilio,whatsapp,,1,message_text,,GBP,SM4f4dfcffa0cdd4060f0b8506bcf7280e,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 100, ""rate_source"": ""default"", ""has_quick_replies"": false}"
41,2026-02-24 15:31:01.15871,2,twilio,whatsapp,,1,message_text,,GBP,SM800c4240450634cbf66da1cb56f433ff,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 182, ""rate_source"": ""default"", ""has_quick_replies"": false}"
42,2026-02-24 15:31:04.914161,2,twilio,whatsapp,,1,message_text,,GBP,SMa8cf5aac40876cbbd217437b918cdde3,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 100, ""rate_source"": ""default"", ""has_quick_replies"": false}"
43,2026-02-24 15:31:05.555447,2,twilio,whatsapp,,1,message_text,,GBP,SM56c1ffa0266aff4bf5d2e43adeb18d08,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 248, ""rate_source"": ""default"", ""has_quick_replies"": false}"
44,2026-02-24 15:31:05.945562,2,openai,llm,gpt-5-mini,1218,tokens_in,,GBP,4,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 4, ""prompt_variant"": ""assessment_okr_structured""}"
45,2026-02-24 15:31:05.945562,2,openai,llm,gpt-5-mini,203,tokens_out,,GBP,4,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 4, ""prompt_variant"": ""assessment_okr_structured""}"
46,2026-02-24 15:31:06.163254,2,twilio,whatsapp,,1,message_text,,GBP,SM32d5eecc4de75be0957c69464f4b58fa,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 95, ""rate_source"": ""default"", ""has_quick_replies"": false}"
47,2026-02-24 15:31:16.760774,2,openai,llm,gpt-5-mini,1925,tokens_in,,GBP,5,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_scores"", ""rate_source"": ""default"", ""prompt_log_id"": 5, ""prompt_variant"": ""assessment_scores""}"
48,2026-02-24 15:31:16.760774,2,openai,llm,gpt-5-mini,50,tokens_out,,GBP,5,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_scores"", ""rate_source"": ""default"", ""prompt_log_id"": 5, ""prompt_variant"": ""assessment_scores""}"
49,2026-02-24 15:31:33.600805,2,twilio,whatsapp,,1,message_text,,GBP,SM8721306d9e4cd2196b659c17aebb4dbc,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 63, ""rate_source"": ""default"", ""has_quick_replies"": false}"
50,2026-02-24 15:31:37.783562,2,openai,llm,gpt-5-mini,988,tokens_in,,GBP,6,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr"", ""rate_source"": ""default"", ""prompt_log_id"": 6, ""prompt_variant"": ""assessment_okr""}"
51,2026-02-24 15:31:37.783562,2,openai,llm,gpt-5-mini,50,tokens_out,,GBP,6,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr"", ""rate_source"": ""default"", ""prompt_log_id"": 6, ""prompt_variant"": ""assessment_okr""}"
52,2026-02-24 15:31:42.482874,2,azure,tts,en-GB-LibbyNeural,1300,tts_chars,,GBP,,,assessment,"{""bytes"": 374400, ""voice"": ""en-GB-LibbyNeural"", ""filename"": ""assessment_1_score.mp3""}"
53,2026-02-24 15:31:43.266553,2,healthsense-app,app,,1,app_login_success,,GBP,,,app_engagement,"{""source"": ""auth_login_verify""}"
54,2026-02-24 15:31:45.924801,2,azure,tts,en-GB-LibbyNeural,1043,tts_chars,,GBP,,,assessment,"{""bytes"": 276624, ""voice"": ""en-GB-LibbyNeural"", ""filename"": ""assessment_1_okr.mp3""}"
55,2026-02-24 15:31:53.059277,2,openai,llm,gpt-5-mini,906,tokens_in,,GBP,7,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""initial_habit_steps_generator"", ""rate_source"": ""default"", ""prompt_log_id"": 7, ""prompt_variant"": ""initial_habit_steps_generator""}"
56,2026-02-24 15:31:53.059277,2,openai,llm,gpt-5-mini,205,tokens_out,,GBP,7,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""initial_habit_steps_generator"", ""rate_source"": ""default"", ""prompt_log_id"": 7, ""prompt_variant"": ""initial_habit_steps_generator""}"
57,2026-02-24 15:31:54.467357,2,healthsense-app,app,,1,page_view,,GBP,,,app_engagement,"{""page"": ""progress_home"", ""anchor_date"": null}"
58,2026-02-24 15:31:55.092589,2,healthsense-app,app,,1,intro_presented,,GBP,,,app_engagement,"{""surface"": ""progress_home"", ""content_id"": 60, ""podcast_id"": 60}"
59,2026-02-24 15:32:04.466357,2,openai,llm,gpt-5-mini,530,tokens_in,,GBP,8,,,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""coaching_approach"", ""rate_source"": ""default"", ""prompt_log_id"": 8, ""prompt_variant"": ""coaching_approach""}"
60,2026-02-24 15:32:04.466357,2,openai,llm,gpt-5-mini,50,tokens_out,,GBP,8,,,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""coaching_approach"", ""rate_source"": ""default"", ""prompt_log_id"": 8, ""prompt_variant"": ""coaching_approach""}"
61,2026-02-24 15:32:08.376386,2,azure,tts,en-GB-LibbyNeural,1277,tts_chars,,GBP,,,assessment,"{""bytes"": 346176, ""voice"": ""en-GB-LibbyNeural"", ""filename"": ""assessment_1_coaching.mp3""}"
62,2026-02-24 15:32:27.861292,2,healthsense-app,app,,1,page_view,,GBP,,,app_engagement,"{""fast"": false, ""page"": ""assessment_results"", ""run_id"": 1}"
63,2026-02-24 15:32:27.872787,2,healthsense-app,app,,1,assessment_reviewed,,GBP,,,app_engagement,"{""run_id"": 1}"
64,2026-02-24 16:26:49.148648,2,twilio,whatsapp,,1,message_text,,GBP,SMfba9587d8a4738d1d428bf4a5b9ba354,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 63, ""rate_source"": ""default"", ""has_quick_replies"": false}"
65,2026-02-24 16:26:53.488591,2,healthsense-app,app,,1,app_login_success,,GBP,,,app_engagement,"{""source"": ""auth_login_verify""}"
66,2026-02-24 16:26:53.756861,2,healthsense-app,app,,1,page_view,,GBP,,,app_engagement,"{""page"": ""progress_home"", ""anchor_date"": null}"
67,2026-02-24 16:26:54.803682,2,healthsense-app,app,,1,intro_presented,,GBP,,,app_engagement,"{""surface"": ""progress_home"", ""content_id"": 60, ""podcast_id"": 60}"
68,2026-02-24 16:26:57.400502,2,healthsense-app,app,,1,page_view,,GBP,,,app_engagement,"{""fast"": false, ""page"": ""assessment_results"", ""run_id"": 1}"
69,2026-02-24 16:29:52.197084,2,healthsense-app,app,,1,page_view,,GBP,,,app_engagement,"{""page"": ""progress_home"", ""anchor_date"": null}"
70,2026-02-24 16:29:52.767384,2,healthsense-app,app,,1,intro_presented,,GBP,,,app_engagement,"{""surface"": ""progress_home"", ""content_id"": 60, ""podcast_id"": 60}"
71,2026-02-24 16:29:56.888767,2,twilio,whatsapp,,1,message_text,,GBP,SMe32cf5c4e062cb5c2b7bdef879854a55,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 63, ""rate_source"": ""default"", ""has_quick_replies"": false}"
72,2026-02-24 16:30:00.144156,2,healthsense-app,app,,1,app_login_success,,GBP,,,app_engagement,"{""source"": ""auth_login_verify""}"
73,2026-02-24 16:30:50.412553,,twilio,whatsapp,,1,message_text,,GBP,SM25d877178e535d50bbadbd85dbe84878,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 104, ""rate_source"": ""default"", ""has_quick_replies"": false}"
74,2026-02-24 16:31:00.958395,,twilio,whatsapp,,1,message_text,,GBP,SM0bb61b96f7c1d17207539bdeffe9de5a,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 108, ""rate_source"": ""default"", ""has_quick_replies"": false}"
75,2026-02-24 16:31:07.499217,3,twilio,whatsapp,,1,message_text,,GBP,SMd3233fa6dd5d6c1d6d16cc95675089b0,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 662, ""rate_source"": ""default"", ""has_quick_replies"": false}"
76,2026-02-24 16:31:08.133393,3,twilio,whatsapp,,1,message_text,,GBP,SMc31374542578c92d8677c387842f9727,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 416, ""rate_source"": ""default"", ""has_quick_replies"": false}"
77,2026-02-24 16:31:30.615654,3,twilio,whatsapp,,1,message_text,,GBP,SM536433edb2b920f08e3999455a3d0850,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 173, ""rate_source"": ""default"", ""has_quick_replies"": false}"
78,2026-02-24 16:31:31.35189,3,twilio,whatsapp,,1,message_text,,GBP,SMeb3c96b6a1ccc4dea28e3425522240e3,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 230, ""rate_source"": ""default"", ""has_quick_replies"": false}"
79,2026-02-24 16:31:46.235977,3,twilio,whatsapp,,1,message_text,,GBP,SMbbb2520468292105eba7f395eed59e55,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 321, ""rate_source"": ""default"", ""has_quick_replies"": false}"
80,2026-02-24 16:32:14.904776,3,twilio,whatsapp,,1,message_text,,GBP,SM1ebbaca45778517040de334b9efb5fd1,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 382, ""rate_source"": ""default"", ""has_quick_replies"": false}"
81,2026-02-24 16:32:27.653075,3,twilio,whatsapp,,1,message_text,,GBP,SMa32ebbb6aec9fae6d5909f11c1850fa2,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 391, ""rate_source"": ""default"", ""has_quick_replies"": false}"
82,2026-02-24 16:32:44.893224,3,twilio,whatsapp,,1,message_text,,GBP,SM2aaee6fde09848bd10a3b2af08300dd0,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 64, ""rate_source"": ""default"", ""has_quick_replies"": false}"
83,2026-02-24 16:32:45.53935,3,twilio,whatsapp,,1,message_text,,GBP,SM1ea011b50ff5d9e40e4378e4ce6f460b,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 153, ""rate_source"": ""default"", ""has_quick_replies"": false}"
84,2026-02-24 16:33:21.575352,3,twilio,whatsapp,,1,message_text,,GBP,SMc46cd9461b4b25cdbfebd22bf7e2c72c,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 286, ""rate_source"": ""default"", ""has_quick_replies"": false}"
85,2026-02-24 16:33:22.198569,3,twilio,whatsapp,,1,message_text,,GBP,SM1a18d3d329b873e43ed8371d3011eab8,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 144, ""rate_source"": ""default"", ""has_quick_replies"": false}"
86,2026-02-24 16:33:22.219567,3,openai,llm,gpt-5-mini,1412,tokens_in,,GBP,9,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 9, ""prompt_variant"": ""assessment_okr_structured""}"
87,2026-02-24 16:33:22.219567,3,openai,llm,gpt-5-mini,269,tokens_out,,GBP,9,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 9, ""prompt_variant"": ""assessment_okr_structured""}"
88,2026-02-24 16:33:35.220496,3,twilio,whatsapp,,1,message_text,,GBP,SM8cf03cb3ac082e37bdd4c174d7055967,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 292, ""rate_source"": ""default"", ""has_quick_replies"": false}"
89,2026-02-24 16:33:45.554701,3,twilio,whatsapp,,1,message_text,,GBP,SM2f8f6e22b59f704019eadd247e316f81,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 312, ""rate_source"": ""default"", ""has_quick_replies"": false}"
90,2026-02-24 16:33:55.913169,3,twilio,whatsapp,,1,message_text,,GBP,SMebd9e5e3a47ae279b62d25a95218c8dd,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 65, ""rate_source"": ""default"", ""has_quick_replies"": false}"
91,2026-02-24 16:33:56.49759,3,twilio,whatsapp,,1,message_text,,GBP,SMedceb58e8518b6fa75d4d823391690a0,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 127, ""rate_source"": ""default"", ""has_quick_replies"": false}"
92,2026-02-24 16:34:07.212753,3,twilio,whatsapp,,1,message_text,,GBP,SM439b7bddf0acf68bd95d72759fb55e8f,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 312, ""rate_source"": ""default"", ""has_quick_replies"": false}"
93,2026-02-24 16:34:20.34947,3,twilio,whatsapp,,1,message_text,,GBP,SM11bfbfb46f1e928f275da6f088bf12a4,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 373, ""rate_source"": ""default"", ""has_quick_replies"": false}"
94,2026-02-24 16:34:22.659531,3,openai,llm,gpt-5-mini,1268,tokens_in,,GBP,10,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 10, ""prompt_variant"": ""assessment_okr_structured""}"
95,2026-02-24 16:34:22.659531,3,openai,llm,gpt-5-mini,230,tokens_out,,GBP,10,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 10, ""prompt_variant"": ""assessment_okr_structured""}"
96,2026-02-24 16:34:30.330027,3,twilio,whatsapp,,1,message_text,,GBP,SM6d40ffecd3ad8e82072e79a63633a9da,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 319, ""rate_source"": ""default"", ""has_quick_replies"": false}"
97,2026-02-24 16:34:40.199784,3,twilio,whatsapp,,1,message_text,,GBP,SM9d8849df83d260393823864372f7c1f1,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 309, ""rate_source"": ""default"", ""has_quick_replies"": false}"
98,2026-02-24 16:34:50.867703,3,twilio,whatsapp,,1,message_text,,GBP,SMc1398eea7bc500f49e6bb62f4386c6d4,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 65, ""rate_source"": ""default"", ""has_quick_replies"": false}"
99,2026-02-24 16:34:51.501516,3,twilio,whatsapp,,1,message_text,,GBP,SMc8aa91df98c9633dd67a1689964e01f7,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 101, ""rate_source"": ""default"", ""has_quick_replies"": false}"
100,2026-02-24 16:35:00.064258,3,twilio,whatsapp,,1,message_text,,GBP,SM085582074dbcb295e5a2a3ce67d008d1,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 259, ""rate_source"": ""default"", ""has_quick_replies"": false}"
101,2026-02-24 16:35:10.564205,3,twilio,whatsapp,,1,message_text,,GBP,SM72334047f1564a9dd4988fc6312f1b6d,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 272, ""rate_source"": ""default"", ""has_quick_replies"": false}"
102,2026-02-24 16:35:16.442371,3,openai,llm,gpt-5-mini,1510,tokens_in,,GBP,11,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 11, ""prompt_variant"": ""assessment_okr_structured""}"
103,2026-02-24 16:35:16.442371,3,openai,llm,gpt-5-mini,313,tokens_out,,GBP,11,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 11, ""prompt_variant"": ""assessment_okr_structured""}"
104,2026-02-24 16:35:27.306376,3,twilio,whatsapp,,1,message_text,,GBP,SM92e99a04e081ad384c7c3a3562b334f8,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 124, ""rate_source"": ""default"", ""has_quick_replies"": false}"
105,2026-02-24 16:35:27.901134,3,twilio,whatsapp,,1,message_text,,GBP,SM3b5fca90f73bbb5689410b543a0b97ae,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 166, ""rate_source"": ""default"", ""has_quick_replies"": false}"
106,2026-02-24 16:35:47.051128,3,twilio,whatsapp,,1,message_text,,GBP,SM56bd93671a3dd40860cab068988b1673,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 106, ""rate_source"": ""default"", ""has_quick_replies"": false}"
107,2026-02-24 16:35:47.463908,3,twilio,whatsapp,,1,message_text,,GBP,SM23a88a42c04d2be36b7896b8bae5edf4,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 178, ""rate_source"": ""default"", ""has_quick_replies"": false}"
108,2026-02-24 16:35:55.468514,3,twilio,whatsapp,,1,message_text,,GBP,SM38ce1bf601a5a7342cd82c35d8b3d9ad,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 105, ""rate_source"": ""default"", ""has_quick_replies"": false}"
109,2026-02-24 16:35:56.083345,3,twilio,whatsapp,,1,message_text,,GBP,SMdfb270fdaec90342161720e15a462488,,,"{""rate"": 0.0, ""category"": null, ""text_len"": 167, ""rate_source"": ""default"", ""has_quick_replies"": false}"
110,2026-02-24 16:36:00.080736,3,openai,llm,gpt-5-mini,1218,tokens_in,,GBP,12,,assessment,"{""rate_in"": 0.0, ""rate_out"": 0.0, ""touchpoint"": ""assessment_okr_structured"", ""rate_source"": ""default"", ""prompt_log_id"": 12, ""prompt_variant"": ""assessment_okr_structured""}"
